,time,pos,SO2,NO2,PM10,PM2.5,O3,CO,T,H,P,WS,WD
9670,2020-05-28 10:00:00,监测点C,8.0,30.0,51.0,29.0,51.0,0.756,26.8,67,1006.5,1.3,314.1
9671,2020-05-28 11:00:00,监测点C,8.0,23.0,47.0,33.0,75.0,0.656,28.0,62,1006.6,1.2,290.0
9672,2020-05-28 12:00:00,监测点C,7.0,20.0,52.0,39.0,98.0,0.652,28.4,61,1006.3,1.2,341.1
9673,2020-05-28 13:00:00,监测点C,7.0,23.0,51.0,49.0,112.0,0.668,29.0,61,1005.8,1.5,325.6
9674,2020-05-28 14:00:00,监测点C,7.0,16.0,51.0,41.0,135.0,0.607,29.5,61,1005.1,1.8,314.0
9675,2020-05-28 15:00:00,监测点C,29.0,13.0,49.0,34.0,117.0,0.569,30.3,58,1004.4,1.4,330.9
9676,2020-05-28 16:00:00,监测点C,7.0,12.0,36.0,44.0,121.0,0.608,30.6,58,1004.0,1.5,300.8
9677,2020-05-28 17:00:00,监测点C,6.0,14.0,55.0,52.0,110.0,0.603,30.8,58,1003.4,1.5,328.3
9678,2020-05-28 18:00:00,监测点C,6.0,16.0,42.0,56.0,103.0,0.637,30.7,60,1003.4,1.4,344.9
9679,2020-05-28 19:00:00,监测点C,6.0,22.0,44.0,57.0,116.0,0.735,30.2,63,1003.7,1.2,288.9
9680,2020-05-28 20:00:00,监测点C,7.0,23.0,58.0,66.0,126.0,0.769,29.8,65,1003.8,1.4,218.8
9681,2020-05-28 21:00:00,监测点C,7.0,27.0,63.0,60.0,98.0,0.712,29.2,69,1004.3,1.3,195.2
9682,2020-05-28 22:00:00,监测点C,8.0,29.0,69.0,56.0,81.0,0.704,28.8,71,1004.9,1.2,267.1
9683,2020-05-28 23:00:00,监测点C,7.0,28.0,64.0,50.0,76.0,0.778,28.6,72,1005.6,0.6,264.8
9684,2020-05-29 00:00:00,监测点C,7.0,25.0,59.0,50.0,74.0,0.766,28.3,73,1005.8,1.0,278.2
9685,2020-05-29 01:00:00,监测点C,6.0,27.0,61.0,49.0,54.0,0.674,27.9,76,1005.8,0.6,226.4
9686,2020-05-29 02:00:00,监测点C,6.0,36.0,68.0,48.0,36.0,0.7,27.7,77,1005.1,1.0,194.7
9687,2020-05-29 03:00:00,监测点C,6.0,28.0,63.0,53.0,45.0,0.65,27.2,80,1004.6,1.0,267.7
9688,2020-05-29 04:00:00,监测点C,8.0,32.0,61.0,55.0,33.0,0.641,27.1,81,1004.2,1.0,243.1
9689,2020-05-29 05:00:00,监测点C,11.0,37.0,67.0,57.0,25.0,0.632,26.9,82,1004.0,1.1,221.1
9690,2020-05-29 06:00:00,监测点C,13.0,32.0,59.0,57.0,24.0,0.648,26.7,84,1003.9,1.5,199.1
9691,2020-05-29 07:00:00,监测点C,11.0,36.0,72.0,59.0,19.0,0.726,26.7,85,1004.2,1.2,251.8
9692,2020-05-29 08:00:00,监测点C,10.0,39.0,96.0,58.0,17.0,0.785,26.8,85,1004.6,1.4,252.9
9693,2020-05-29 09:00:00,监测点C,9.0,41.0,81.0,60.0,19.0,0.778,27.1,84,1004.8,1.1,261.5
9694,2020-05-29 10:00:00,监测点C,9.0,47.0,73.0,61.0,18.0,0.821,27.2,86,1004.8,1.0,155.3
9695,2020-05-29 11:00:00,监测点C,6.0,25.0,57.0,28.0,66.0,0.557,25.0,91,1004.8,1.4,123.0
9696,2020-05-29 12:00:00,监测点C,6.0,25.0,20.0,24.0,81.0,0.653,27.6,81,1004.3,1.1,132.0
9697,2020-05-29 13:00:00,监测点C,6.0,20.0,152.0,35.0,122.0,0.664,29.7,75,1003.7,1.0,303.9
9698,2020-05-29 14:00:00,监测点C,6.0,16.0,52.0,33.0,141.0,0.552,30.1,75,1002.8,1.2,270.7
9699,2020-05-29 15:00:00,监测点C,6.0,14.0,33.0,28.0,158.0,0.514,31.2,66,1002.0,1.9,291.7
9700,2020-05-29 16:00:00,监测点C,6.0,21.0,55.0,31.0,130.0,0.534,30.6,70,1001.6,1.5,331.4
9701,2020-05-29 17:00:00,监测点C,7.0,20.0,50.0,26.0,107.0,0.468,30.1,70,1001.6,2.7,327.4
9702,2020-05-29 18:00:00,监测点C,6.0,14.0,33.0,18.0,83.0,0.462,29.0,71,1002.0,2.2,306.9
9703,2020-05-29 19:00:00,监测点C,6.0,20.0,21.0,19.0,73.0,0.466,28.7,74,1002.6,1.7,288.1
9704,2020-05-29 20:00:00,监测点C,6.0,28.0,28.0,21.0,57.0,0.593,28.6,76,1002.7,1.1,244.8
9705,2020-05-29 21:00:00,监测点C,6.0,34.0,37.0,21.0,42.0,0.565,28.3,79,1003.0,1.3,230.7
9706,2020-05-29 22:00:00,监测点C,7.0,33.0,45.0,23.0,32.0,0.53,27.7,83,1003.4,1.1,187.4
9707,2020-05-29 23:00:00,监测点C,7.0,33.0,37.0,25.0,28.0,0.578,27.6,84,1004.2,0.7,224.5
9708,2020-05-30 00:00:00,监测点C,6.0,36.0,39.0,27.0,22.0,0.576,27.6,86,1004.3,0.9,283.1
9709,2020-05-30 01:00:00,监测点C,6.0,43.0,44.0,25.0,10.0,0.494,26.9,89,1003.7,2.0,323.4
9710,2020-05-30 02:00:00,监测点C,6.0,49.0,35.0,22.0,3.0,0.587,26.7,90,1003.9,1.3,347.0
9711,2020-05-30 03:00:00,监测点C,6.0,43.0,37.0,20.0,5.0,0.554,26.8,89,1003.6,1.0,346.8
9712,2020-05-30 04:00:00,监测点C,6.0,40.0,47.0,19.0,5.0,0.558,26.8,88,1003.4,0.8,338.3
9713,2020-05-30 05:00:00,监测点C,6.0,34.0,108.0,18.0,9.0,0.402,26.8,88,1003.2,1.2,333.9
9714,2020-05-30 06:00:00,监测点C,6.0,29.0,24.0,18.0,13.0,0.451,26.9,88,1003.2,1.4,293.2
9715,2020-05-30 07:00:00,监测点C,7.0,26.0,27.0,16.0,15.0,0.459,26.9,88,1003.8,1.1,351.8
9716,2020-05-30 08:00:00,监测点C,6.0,22.0,27.0,17.0,22.0,0.456,27.3,87,1004.3,1.2,312.0
9717,2020-05-30 09:00:00,监测点C,6.0,24.0,41.0,18.0,30.0,0.446,28.0,83,1004.8,1.9,313.9
9718,2020-05-30 10:00:00,监测点C,7.0,22.0,30.0,20.0,38.0,0.459,28.5,80,1005.2,1.7,340.5
9719,2020-05-30 11:00:00,监测点C,8.0,19.0,28.0,22.0,55.0,0.361,29.2,74,1005.0,1.7,321.6
9720,2020-05-30 12:00:00,监测点C,8.0,20.0,44.0,28.0,76.0,0.385,29.8,72,1004.8,1.2,303.4
9721,2020-05-30 13:00:00,监测点C,6.0,11.0,49.0,23.0,82.0,0.316,27.1,82,1004.4,1.7,295.9
9722,2020-05-30 14:00:00,监测点C,6.0,9.0,46.4009011368995,21.0,106.0,0.366,29.2,73,1003.9,1.3,243.1
9723,2020-05-30 15:00:00,监测点C,6.0,18.0,69.0,28.0,103.0,0.445,27.4,84,1003.8,1.5,211.7
9724,2020-05-30 16:00:00,监测点C,6.0,30.0,18.0,25.0,90.0,0.513,27.4,86,1003.7,1.2,140.0
9725,2020-05-30 17:00:00,监测点C,5.0,49.0,23.0,25.0,55.0,0.645,27.6,86,1004.1,0.9,15.6
9726,2020-05-30 18:00:00,监测点C,6.0,44.0,34.0,28.0,62.0,0.534,27.1,86,1003.6,1.1,325.5
9727,2020-05-30 19:00:00,监测点C,6.0,29.0,20.0,21.0,83.0,0.481,27.1,81,1003.7,0.6,286.0
9728,2020-05-30 20:00:00,监测点C,6.0,35.0,26.0,21.0,69.0,0.586,27.2,81,1004.5,0.9,272.8
9729,2020-05-30 21:00:00,监测点C,6.0,35.0,36.0,23.0,60.0,0.568,27.2,83,1005.8,0.8,283.1
9730,2020-05-30 22:00:00,监测点C,6.0,40.0,36.0,29.0,40.0,0.709,27.2,86,1006.3,0.8,139.0
9731,2020-05-30 23:00:00,监测点C,6.0,37.0,45.0,29.0,36.0,0.644,26.9,86,1005.8,1.1,223.4
9732,2020-05-31 00:00:00,监测点C,6.0,36.0,40.0,26.0,33.0,0.568,26.7,87,1005.5,0.5,309.2
9733,2020-05-31 01:00:00,监测点C,6.0,38.0,32.0,25.0,27.0,0.57,26.8,86,1005.3,0.8,9.7
9734,2020-05-31 02:00:00,监测点C,7.0,57.0,49.0,28.0,5.0,0.611,26.5,88,1005.0,0.4,322.3
9735,2020-05-31 03:00:00,监测点C,6.0,46.0,58.0,26.0,10.0,0.623,26.7,87,1004.7,0.7,152.9
9736,2020-05-31 04:00:00,监测点C,7.0,36.0,53.0,28.0,16.0,0.563,26.8,87,1004.6,0.8,180.3
9737,2020-05-31 05:00:00,监测点C,8.0,32.0,52.0,32.0,13.0,0.526,26.5,89,1004.7,1.7,191.5
9738,2020-05-31 06:00:00,监测点C,10.0,37.0,50.0,34.0,6.0,0.58,26.4,90,1005.0,0.9,190.8
9739,2020-05-31 07:00:00,监测点C,10.0,38.0,61.0,30.0,6.0,0.592,26.4,90,1005.5,0.9,177.1
9740,2020-05-31 08:00:00,监测点C,11.0,38.0,67.0,28.0,10.0,0.673,27.2,87,1006.0,0.5,202.8
9741,2020-05-31 09:00:00,监测点C,12.0,39.0,54.0,30.0,26.0,0.792,28.8,81,1006.3,0.6,264.0
9742,2020-05-31 10:00:00,监测点C,11.0,38.0,64.0,36.0,56.0,0.67,29.8,76,1006.0,1.0,333.3
9743,2020-05-31 11:00:00,监测点C,10.0,30.0,60.0,42.0,93.0,0.588,30.1,74,1005.5,1.3,351.1
9744,2020-05-31 12:00:00,监测点C,8.0,21.0,59.0,48.0,138.0,0.508,31.2,69,1005.0,1.7,340.2
9745,2020-05-31 13:00:00,监测点C,7.0,16.0,57.0,45.0,135.0,0.435,31.8,66,1004.0,2.0,2.3
9746,2020-05-31 14:00:00,监测点C,6.0,13.0,44.0,33.0,107.0,0.358,30.6,69,1002.7,2.1,294.7
9747,2020-05-31 15:00:00,监测点C,6.0,16.0,33.0,26.0,98.0,0.368,30.1,72,1002.7,3.7,279.8
9748,2020-05-31 16:00:00,监测点C,6.0,15.0,28.0,16.0,69.0,0.31,25.6,89,1003.4,1.8,216.9
9749,2020-05-31 17:00:00,监测点C,5.0,20.0,1.0,12.0,56.0,0.377,25.3,91,1003.1,1.8,186.5
9750,2020-05-31 18:00:00,监测点C,5.0,22.0,46.4009011368995,8.0,51.0,0.492,25.5,90,1003.2,1.6,190.8
9751,2020-05-31 19:00:00,监测点C,6.0,20.0,7.0,7.0,52.0,0.506,25.6,89,1003.5,2.1,186.5
9752,2020-05-31 20:00:00,监测点C,5.0,19.0,9.0,7.0,55.0,0.416,25.7,87,1003.5,1.6,192.2
9753,2020-05-31 21:00:00,监测点C,6.0,22.0,6.0,6.0,46.0,0.403,25.9,87,1004.0,0.9,338.9
9754,2020-05-31 22:00:00,监测点C,6.0,32.0,10.0,8.0,30.0,0.439,25.9,88,1004.8,0.5,333.7
9755,2020-05-31 23:00:00,监测点C,7.0,39.0,18.0,8.0,18.0,0.586,26.0,89,1005.1,0.7,275.3
9756,2020-06-01 00:00:00,监测点C,7.0,33.0,12.0,9.0,20.0,0.524,26.1,88,1005.0,0.9,215.8
9757,2020-06-01 01:00:00,监测点C,7.0,29.0,26.0,11.0,19.0,0.476,26.2,88,1004.6,0.9,198.9
9758,2020-06-01 02:00:00,监测点C,6.0,26.0,20.0,12.0,16.0,0.413,26.0,89,1004.3,0.6,213.6
9759,2020-06-01 03:00:00,监测点C,7.0,26.0,25.0,15.0,14.0,0.417,26.1,89,1004.3,0.7,171.7
9760,2020-06-01 04:00:00,监测点C,9.0,31.0,17.0,17.0,7.0,0.394,25.9,90,1003.8,0.9,222.2
9761,2020-06-01 05:00:00,监测点C,9.0,30.0,26.0,17.0,7.0,0.396,25.7,90,1003.9,0.8,205.2
9762,2020-06-01 06:00:00,监测点C,9.0,27.0,34.0,16.0,9.0,0.437,25.8,89,1004.1,0.7,168.8
9763,2020-06-01 07:00:00,监测点C,9.0,28.0,26.0,15.0,8.0,0.564,26.3,88,1004.7,0.3,191.5
9764,2020-06-01 08:00:00,监测点C,10.0,34.0,44.0,18.0,8.0,0.822,27.1,86,1005.5,0.4,129.5
9765,2020-06-01 09:00:00,监测点C,9.0,35.0,41.0,21.0,13.0,0.945,28.2,81,1005.8,0.6,292.7
9766,2020-06-01 10:00:00,监测点C,9.0,34.0,50.0,26.0,22.0,0.834,28.6,81,1005.8,0.9,295.7
9767,2020-06-01 11:00:00,监测点C,8.0,36.0,53.0,34.0,37.0,0.578,29.1,79,1005.1,1.2,357.6
9768,2020-06-01 12:00:00,监测点C,7.0,32.0,53.0,44.0,70.0,0.492,30.0,76,1004.6,1.2,358.9
9769,2020-06-01 13:00:00,监测点C,7.0,21.0,58.0,49.0,133.0,0.446,30.9,71,1003.9,1.7,348.0
9770,2020-06-01 14:00:00,监测点C,7.0,16.0,47.0,42.0,144.0,0.413,32.0,65,1003.5,1.5,331.0
9771,2020-06-01 15:00:00,监测点C,6.0,17.0,53.0,25.0,87.0,0.349,29.5,70,1002.7,2.7,295.4
9772,2020-06-01 16:00:00,监测点C,6.0,18.0,19.0,21.0,65.0,0.335,26.2,84,1004.2,2.5,55.9
9773,2020-06-01 17:00:00,监测点C,6.0,19.0,3.0,17.0,52.0,0.35,25.5,85,1003.8,0.9,88.3
9774,2020-06-01 18:00:00,监测点C,5.0,25.0,46.4009011368995,14.0,43.0,0.466,25.9,84,1003.1,0.6,278.3
9775,2020-06-01 19:00:00,监测点C,5.0,28.0,16.0,13.0,38.0,0.534,25.9,86,1002.9,1.5,218.2
9776,2020-06-01 20:00:00,监测点C,5.0,25.0,14.0,11.0,38.0,0.505,25.9,86,1003.2,0.9,139.9
9777,2020-06-01 21:00:00,监测点C,5.0,31.0,16.0,11.0,24.0,0.51,25.8,88,1004.0,0.8,93.1
9778,2020-06-01 22:00:00,监测点C,5.0,20.0,18.0,10.0,34.0,0.442,25.3,88,1004.7,1.0,171.6
9779,2020-06-01 23:00:00,监测点C,6.0,21.0,15.0,10.0,30.0,0.402,25.7,87,1005.2,0.6,165.7
9780,2020-06-02 00:00:00,监测点C,6.0,23.0,17.0,9.0,26.0,0.401,25.9,86,1005.6,0.9,222.3
9781,2020-06-02 01:00:00,监测点C,6.0,21.0,22.0,9.0,23.0,0.386,25.8,86,1004.9,0.9,186.9
9782,2020-06-02 02:00:00,监测点C,7.0,24.0,19.0,9.0,20.0,0.382,25.9,86,1004.3,1.0,227.5
9783,2020-06-02 03:00:00,监测点C,7.0,27.0,24.0,10.0,13.0,0.37,25.8,88,1003.6,0.8,207.2
9784,2020-06-02 04:00:00,监测点C,8.0,27.0,26.0,11.0,10.0,0.376,25.8,88,1003.0,1.1,194.0
9785,2020-06-02 05:00:00,监测点C,11.0,34.0,22.0,12.0,3.0,0.39,25.7,89,1002.7,1.4,191.1
9786,2020-06-02 06:00:00,监测点C,12.0,36.0,35.0,12.0,1.0,0.446,25.8,89,1003.1,0.5,195.3
9787,2020-06-02 07:00:00,监测点C,11.0,34.0,31.0,14.0,3.0,0.559,26.0,89,1003.6,0.4,177.1
9788,2020-06-02 08:00:00,监测点C,12.0,34.0,40.0,16.0,4.0,0.631,26.4,88,1003.6,0.7,268.1
9789,2020-06-02 09:00:00,监测点C,11.0,35.0,42.0,17.0,7.0,0.734,27.3,85,1003.8,0.8,282.3
9790,2020-06-02 10:00:00,监测点C,11.0,39.0,46.0,22.0,8.0,0.704,27.6,85,1004.3,1.0,42.1
9791,2020-06-02 11:00:00,监测点C,9.0,41.0,55.0,25.0,16.0,0.586,27.9,85,1004.4,1.7,11.1
9792,2020-06-02 12:00:00,监测点C,8.0,36.0,42.0,20.0,37.0,0.556,27.4,85,1004.4,1.2,53.0
9793,2020-06-02 13:00:00,监测点C,7.0,18.0,8.0,16.0,78.0,0.343,29.9,70,1003.9,3.1,316.6
9794,2020-06-02 14:00:00,监测点C,7.0,12.0,19.0,13.0,65.0,0.276,29.6,66,1003.4,3.0,348.2
9795,2020-06-02 15:00:00,监测点C,7.0,18.0,22.0,16.0,58.0,0.319,28.9,72,1002.7,2.4,328.2
9796,2020-06-02 16:00:00,监测点C,7.0,23.0,27.0,20.0,56.0,0.316,28.3,75,1002.9,2.1,307.8
9797,2020-06-02 17:00:00,监测点C,7.0,24.0,20.0,19.0,61.0,0.317,28.0,74,1002.4,2.5,297.6
9798,2020-06-02 18:00:00,监测点C,7.0,29.0,20.0,17.0,56.0,0.36,27.9,74,1002.1,1.6,282.5
9799,2020-06-02 19:00:00,监测点C,8.0,35.0,19.0,16.0,46.0,0.397,27.6,75,1001.9,1.2,272.8
9800,2020-06-02 20:00:00,监测点C,8.0,42.0,22.0,16.0,35.0,0.46,27.4,76,1002.3,1.5,265.7
9801,2020-06-02 21:00:00,监测点C,9.0,46.0,30.0,16.0,20.0,0.429,27.1,79,1003.4,1.9,299.1
9802,2020-06-02 22:00:00,监测点C,8.0,52.0,29.0,14.0,8.0,0.424,26.7,80,1003.8,1.8,293.7
9803,2020-06-02 23:00:00,监测点C,8.0,55.0,31.0,14.0,4.0,0.484,26.6,81,1003.6,1.0,244.9
9804,2020-06-03 00:00:00,监测点C,8.0,56.0,34.0,14.0,2.0,0.474,26.6,81,1003.2,1.0,259.0
9805,2020-06-03 01:00:00,监测点C,8.0,55.0,27.0,15.0,1.0,0.509,26.4,82,1003.2,1.0,312.8
9806,2020-06-03 02:00:00,监测点C,9.0,56.0,37.0,16.0,1.0,0.524,26.2,83,1002.6,0.8,346.3
9807,2020-06-03 03:00:00,监测点C,9.0,53.0,35.0,16.0,1.0,0.447,26.1,84,1002.0,0.7,334.8
9808,2020-06-03 04:00:00,监测点C,9.0,50.0,25.0,15.0,1.0,0.456,26.2,84,1002.0,0.9,251.7
9809,2020-06-03 05:00:00,监测点C,11.0,51.0,37.0,15.0,1.0,0.491,26.2,84,1002.0,1.1,258.7
9810,2020-06-03 06:00:00,监测点C,11.0,50.0,37.0,15.0,1.0,0.506,26.3,83,1002.4,0.5,279.2
9811,2020-06-03 07:00:00,监测点C,10.0,46.0,49.0,13.0,5.0,0.518,26.5,82,1002.8,0.6,308.6
9812,2020-06-03 08:00:00,监测点C,11.0,47.0,37.0,14.0,10.0,0.579,27.2,80,1003.1,0.9,339.3
9813,2020-06-03 09:00:00,监测点C,10.0,47.0,50.0,16.0,10.0,0.571,27.4,81,1003.5,1.1,320.6
9814,2020-06-03 10:00:00,监测点C,10.0,43.0,44.0,19.0,18.0,0.505,28.1,79,1003.9,0.9,353.7
9815,2020-06-03 11:00:00,监测点C,10.0,44.0,43.0,24.0,31.0,0.497,29.1,76,1003.8,1.2,349.7
9816,2020-06-03 12:00:00,监测点C,11.0,33.0,56.0,27.0,73.0,0.461,30.1,72,1003.2,1.9,8.6
9817,2020-06-03 13:00:00,监测点C,10.0,23.0,50.0,24.0,95.0,0.389,31.1,68,1002.3,1.6,2.0
9818,2020-06-03 14:00:00,监测点C,8.0,16.0,45.0,26.0,105.0,0.346,30.8,70,1001.4,2.9,330.6
9819,2020-06-03 15:00:00,监测点C,6.0,16.0,37.0,24.0,70.0,0.381,28.7,76,1000.9,1.0,280.8
9820,2020-06-03 16:00:00,监测点C,6.0,24.0,16.0,23.0,64.0,0.424,29.1,76,1000.4,1.7,163.5
9821,2020-06-03 17:00:00,监测点C,6.0,26.0,32.0,21.0,54.0,0.446,28.1,82,1000.5,1.7,175.3
9822,2020-06-03 18:00:00,监测点C,8.0,24.0,18.0,16.0,49.0,0.434,27.2,80,1001.0,2.5,181.8
9823,2020-06-03 19:00:00,监测点C,7.0,20.0,24.0,13.0,55.0,0.392,25.8,86,1001.3,2.3,184.0
9824,2020-06-03 20:00:00,监测点C,6.0,18.0,12.0,10.0,50.0,0.35,25.0,90,1001.5,2.5,202.8
9825,2020-06-03 21:00:00,监测点C,5.0,16.0,7.0,8.0,51.0,0.369,25.1,89,1002.3,2.1,191.1
9826,2020-06-03 22:00:00,监测点C,6.0,17.0,6.0,7.0,47.0,0.361,25.5,88,1002.7,1.3,180.8
9827,2020-06-03 23:00:00,监测点C,6.0,17.0,9.0,7.0,43.0,0.36,25.6,88,1002.9,1.0,214.1
9828,2020-06-04 00:00:00,监测点C,6.0,18.0,9.0,7.0,39.0,0.333,25.5,88,1002.9,1.1,199.7
9829,2020-06-04 01:00:00,监测点C,6.0,19.0,14.0,8.0,34.0,0.329,25.5,89,1002.5,1.1,196.9
9830,2020-06-04 02:00:00,监测点C,6.0,22.0,14.0,10.0,25.0,0.363,25.5,89,1001.9,0.6,178.8
9831,2020-06-04 03:00:00,监测点C,7.0,26.0,16.0,10.0,18.0,0.399,25.9,88,1001.6,0.6,140.9
9832,2020-06-04 04:00:00,监测点C,8.0,36.0,21.0,12.0,6.0,0.522,26.3,87,1001.4,0.6,181.4
9833,2020-06-04 05:00:00,监测点C,7.0,35.0,26.0,12.0,2.0,0.452,26.0,89,1001.5,1.0,201.9
9834,2020-06-04 06:00:00,监测点C,8.0,35.0,22.0,12.0,1.0,0.477,25.8,90,1001.5,0.8,178.7
9835,2020-06-04 07:00:00,监测点C,8.0,35.0,34.0,16.0,2.0,0.671,26.0,90,1001.9,0.4,140.5
9836,2020-06-04 08:00:00,监测点C,11.0,38.0,37.0,20.0,2.0,0.92,26.4,89,1002.4,0.6,22.7
9837,2020-06-04 09:00:00,监测点C,10.0,39.0,48.0,24.0,5.0,0.774,26.6,89,1002.8,1.0,8.0
9838,2020-06-04 10:00:00,监测点C,11.0,37.0,38.0,29.0,16.0,0.608,27.7,86,1003.0,0.9,40.5
9839,2020-06-04 11:00:00,监测点C,11.0,40.0,65.0,34.0,41.0,0.476,29.2,80,1003.0,1.8,12.9
9840,2020-06-04 12:00:00,监测点C,9.0,22.0,53.0,32.0,70.0,0.373,30.4,74,1002.4,1.8,354.8
9841,2020-06-04 13:00:00,监测点C,7.0,15.0,33.0,25.0,93.0,0.353,31.7,66,1001.6,2.4,340.4
9842,2020-06-04 14:00:00,监测点C,7.0,12.0,35.0,25.0,98.0,0.328,32.2,65,1001.0,2.3,319.9
9843,2020-06-04 15:00:00,监测点C,5.0,17.0,34.0,24.0,88.0,0.375,32.3,63,1000.1,2.9,313.9
9844,2020-06-04 16:00:00,监测点C,5.0,19.0,29.0,26.0,91.0,0.358,31.8,67,999.8,1.8,304.9
9845,2020-06-04 17:00:00,监测点C,5.0,23.0,25.0,25.0,74.0,0.377,31.6,66,999.4,1.6,309.5
9846,2020-06-04 18:00:00,监测点C,4.0,22.0,33.0,21.0,69.0,0.42,27.5,80,999.9,3.2,77.2
9847,2020-06-04 19:00:00,监测点C,4.0,19.0,15.0,17.0,67.0,0.458,24.2,92,999.8,1.7,151.0
9848,2020-06-04 20:00:00,监测点C,4.0,27.0,6.0,12.0,52.0,0.624,25.3,87,999.9,0.9,284.8
9849,2020-06-04 21:00:00,监测点C,4.0,33.0,11.0,11.0,34.0,0.696,25.7,87,1000.9,0.7,181.8
9850,2020-06-04 22:00:00,监测点C,5.0,28.0,22.0,11.0,33.0,0.599,25.9,85,1001.5,0.8,173.9
9851,2020-06-04 23:00:00,监测点C,5.0,36.0,23.0,10.0,19.0,0.7,26.4,85,1001.6,1.0,196.5
9852,2020-06-05 00:00:00,监测点C,4.0,36.0,27.0,9.0,15.0,0.602,26.2,88,1001.7,0.5,21.3
9853,2020-06-05 01:00:00,监测点C,4.0,27.0,21.0,11.0,24.0,0.537,26.4,86,1001.5,0.9,160.7
9854,2020-06-05 02:00:00,监测点C,5.0,34.0,27.0,12.0,13.0,0.622,26.8,85,1001.2,0.8,165.0
9855,2020-06-05 03:00:00,监测点C,5.0,37.0,34.0,13.0,6.0,0.543,27.1,85,1001.1,0.6,143.1
9856,2020-06-05 04:00:00,监测点C,5.0,38.0,36.0,14.0,3.0,0.577,27.4,84,1000.7,0.6,171.1
9857,2020-06-05 05:00:00,监测点C,6.0,35.0,41.0,13.0,4.0,0.499,27.5,85,1000.6,0.7,249.3
9858,2020-06-05 06:00:00,监测点C,6.0,35.0,34.0,12.0,3.0,0.431,27.4,86,1000.8,0.6,317.5
9859,2020-06-05 07:00:00,监测点C,6.0,33.0,41.0,12.0,5.0,0.51,27.6,86,1001.1,0.4,347.0
9860,2020-06-05 08:00:00,监测点C,7.0,34.0,36.0,13.0,8.0,0.667,28.0,85,1001.8,0.5,42.8
9861,2020-06-05 09:00:00,监测点C,9.0,36.0,41.0,17.0,13.0,0.598,28.4,84,1001.8,0.8,320.1
9862,2020-06-05 10:00:00,监测点C,9.0,32.0,49.0,18.0,20.0,0.509,29.0,81,1001.8,0.8,342.1
9863,2020-06-05 11:00:00,监测点C,8.0,25.0,40.0,22.0,48.0,0.442,30.1,77,1001.5,1.4,354.6
9864,2020-06-05 12:00:00,监测点C,6.0,21.0,55.0,24.0,81.0,0.42,31.3,71,1000.7,1.9,346.3
9865,2020-06-05 13:00:00,监测点C,6.0,16.0,42.0,26.0,101.0,0.379,31.8,67,1000.4,2.4,351.1
9866,2020-06-05 14:00:00,监测点C,6.0,15.0,39.0,27.0,101.0,0.369,31.8,67,999.8,2.3,350.8
9867,2020-06-05 15:00:00,监测点C,5.0,13.0,38.0,23.0,72.0,0.358,27.7,82,999.4,2.9,2.6
9868,2020-06-05 16:00:00,监测点C,5.0,16.0,16.0,20.0,70.0,0.359,29.3,76,998.9,1.5,343.9
9869,2020-06-05 17:00:00,监测点C,5.0,17.0,29.0,19.0,64.0,0.384,29.8,73,998.9,1.8,1.5
9870,2020-06-05 18:00:00,监测点C,5.0,24.0,32.0,20.0,50.0,0.439,28.6,77,999.2,2.2,308.2
9871,2020-06-05 19:00:00,监测点C,5.0,26.0,17.0,18.0,44.0,0.428,27.2,79,999.7,1.3,311.5
9872,2020-06-05 20:00:00,监测点C,5.0,28.0,11.0,14.0,37.0,0.413,26.9,81,1000.0,1.6,296.6
9873,2020-06-05 21:00:00,监测点C,5.0,32.0,15.0,13.0,30.0,0.426,26.8,82,1001.2,1.3,308.8
9874,2020-06-05 22:00:00,监测点C,5.0,35.0,22.0,12.0,24.0,0.423,26.4,85,1001.7,0.8,337.3
9875,2020-06-05 23:00:00,监测点C,5.0,38.0,23.0,13.0,18.0,0.475,26.4,86,1001.9,0.8,239.0
9876,2020-06-06 00:00:00,监测点C,5.0,38.0,27.0,12.0,11.0,0.474,26.5,85,1002.0,1.1,227.2
9877,2020-06-06 01:00:00,监测点C,6.0,35.0,30.0,12.0,8.0,0.462,26.1,87,1001.3,0.9,204.3
9878,2020-06-06 02:00:00,监测点C,6.0,38.0,29.0,12.0,5.0,0.502,26.2,87,1000.6,0.6,188.6
9879,2020-06-06 03:00:00,监测点C,7.0,39.0,31.0,12.0,2.0,0.462,26.1,87,1000.2,0.8,246.1
9880,2020-06-06 04:00:00,监测点C,7.0,39.0,34.0,13.0,2.0,0.464,26.0,87,1000.1,0.5,179.0
9881,2020-06-06 05:00:00,监测点C,6.0,39.0,36.0,12.0,1.0,0.467,26.0,88,1000.0,0.5,333.0
9882,2020-06-06 06:00:00,监测点C,8.0,48.0,36.0,15.0,1.0,0.503,26.0,87,1000.4,0.7,325.0
9883,2020-06-06 07:00:00,监测点C,10.0,43.0,48.0,17.0,3.0,0.578,26.2,87,1000.5,0.9,224.3
9884,2020-06-06 08:00:00,监测点C,10.0,38.0,47.0,16.0,5.0,0.596,26.4,86,1000.8,1.2,193.2
9885,2020-06-06 09:00:00,监测点C,11.0,40.0,46.0,22.0,13.0,0.712,27.3,82,1001.3,0.9,221.8
9886,2020-06-06 10:00:00,监测点C,13.0,53.0,65.0,31.0,22.0,0.686,28.0,78,1001.9,0.8,275.6
9887,2020-06-06 11:00:00,监测点C,11.0,52.0,67.0,40.0,32.0,0.673,28.7,77,1002.1,1.1,338.1
