,SO2,NO2,PM10,PM2.5,O3,CO,T,H,P,WS,WD,AQI,MainPStr,DAQI,MainP,AP
1362,6.0,70.0,19.0,8.0,6.0,0.9,26.0,94.0,1002.9,0.8,302.5,88.0,NO2,-3.0,1,-0.06674181313362912
1363,5.0,68.0,27.0,17.0,2.0,0.9,26.1,94.0,1003.6,0.5,7.9,85.0,NO2,-46.0,1,0.02335621981787411
1364,4.0,31.0,23.0,20.0,53.0,0.6,24.7,92.0,1004.9,2.5,276.9,39.0,NO2,-4.0,1,-0.33772144785834307
1365,4.0,12.0,-1.0,5.0,69.0,0.4,24.0,90.0,1003.6,0.9,123.4,35.0,O3,0.0,4,-0.8957250901101043
1366,4.0,28.0,4.0,4.0,42.0,0.5,24.2,92.0,1004.0,0.7,270.7,35.0,NO2,2.0,1,-0.747876126875103
1367,3.0,29.0,8.0,4.0,38.0,0.5,24.2,93.0,1004.0,0.6,289.8,37.0,NO2,1.0,1,-0.7388745130490302
1368,4.0,30.0,13.0,4.0,27.0,0.5,24.4,93.0,1003.0,0.7,284.3,38.0,NO2,6.0,1,-0.7055307394446537
1369,6.0,35.0,15.0,5.0,16.0,0.6,24.6,94.0,1002.7,0.3,335.3,44.0,NO2,13.0,1,-0.585715865776729
1370,9.0,45.0,21.0,4.0,4.0,0.6,24.7,94.0,1002.5,0.5,55.4,57.0,NO2,6.0,1,-0.4178509965651799
1371,9.0,50.0,24.0,11.0,1.0,0.6,24.9,94.0,1002.7,0.8,83.6,63.0,NO2,-3.0,1,-0.28676944309103397
1372,7.0,48.0,20.0,14.0,1.0,0.6,25.0,94.0,1003.2,0.9,54.0,60.0,NO2,0.0,1,-0.3556375396192253
1373,6.0,48.0,30.0,16.0,3.0,0.6,25.1,94.0,1003.8,0.8,33.4,60.0,NO2,-2.0,1,-0.2686944804191637
1374,6.0,46.0,27.0,14.0,7.0,0.7,25.4,91.0,1004.4,1.0,42.9,58.0,NO2,0.0,1,-0.28054419961091503
1375,6.0,46.0,26.0,12.0,11.0,0.7,26.1,87.0,1004.5,1.0,61.9,58.0,NO2,5.0,1,-0.29244218092784063
1376,6.0,50.0,24.0,15.0,12.0,0.8,26.8,85.0,1004.8,0.8,47.1,63.0,NO2,14.0,1,-0.19676916501707598
1377,7.0,61.0,37.0,17.0,19.0,0.8,27.6,82.0,1004.6,1.0,47.8,77.0,NO2,12.0,1,0.09328010493239289
1378,10.0,71.0,50.0,21.0,36.0,0.8,28.2,82.0,1004.5,1.1,49.9,89.0,NO2,1.0,1,0.46718938271226074
1379,9.0,72.0,60.0,28.0,92.0,0.8,29.3,79.0,1003.9,1.3,47.7,90.0,NO2,11.0,1,0.8025861658258818
1380,7.0,57.0,64.0,40.0,161.0,0.8,30.6,76.0,1003.0,1.3,53.7,101.0,O3,35.0,4,0.9854930113701122
1381,6.0,41.0,58.0,41.0,199.0,0.8,31.3,74.0,1002.0,1.7,68.8,136.0,O3,-37.0,4,0.8863725641588068
1382,4.0,40.0,76.0,42.0,158.0,0.7,30.8,76.0,1001.7,2.2,111.0,99.0,O3,-50.0,4,0.8071352662714556
1383,3.0,26.0,27.0,34.0,57.0,0.5,26.6,90.0,1001.9,1.4,68.5,49.0,PM2.5,26.0,3,-0.2780190441915438
1384,3.0,60.0,2.0,4.0,23.0,0.6,26.5,92.0,1001.9,1.6,104.3,75.0,NO2,-30.0,1,-0.4669955956355314
1385,4.0,36.0,9.0,7.0,29.0,0.5,26.4,92.0,1002.1,1.8,114.9,45.0,NO2,7.0,1,-0.6393015429160437
1386,4.0,41.0,9.0,5.0,12.0,0.6,26.5,92.0,1002.0,1.1,93.2,52.0,NO2,6.0,1,-0.6253772051224057
1387,4.0,46.0,10.0,4.0,6.0,0.6,26.3,92.0,1002.6,0.9,92.2,58.0,NO2,5.0,1,-0.5932270540431154
1388,7.0,50.0,12.0,6.0,3.0,0.5,26.5,91.0,1002.6,1.4,96.7,63.0,NO2,10.0,1,-0.5026995744766246
1389,9.0,58.0,20.0,6.0,0.0,0.6,27.0,92.0,1003.0,1.4,105.5,73.0,NO2,-6.0,1,-0.2812715332799361
1390,5.0,53.0,29.0,8.0,6.0,0.6,27.1,94.0,1002.6,1.7,111.7,67.0,NO2,-35.0,1,-0.3042172163473502
1391,4.0,25.0,13.0,11.0,34.0,0.5,26.9,91.0,1002.1,1.2,91.1,32.0,NO2,0.0,1,-0.6720649577991956
1392,3.0,25.0,1.0,6.0,30.0,0.5,26.9,91.0,1001.7,1.3,114.5,32.0,NO2,-5.0,1,-0.8506202273047561
1393,2.0,21.0,13.0,2.0,29.0,0.5,27.0,93.0,1001.2,0.8,98.9,27.0,NO2,7.0,1,-0.8551435023324638
1394,2.0,27.0,16.0,4.0,17.0,0.5,26.8,94.0,1000.7,0.4,20.5,34.0,NO2,1.0,1,-0.7901669637702605
1395,3.0,28.0,24.0,7.0,12.0,0.6,26.7,94.0,1000.5,0.4,29.2,35.0,NO2,0.0,1,-0.6455309366881733
1396,6.0,28.0,24.0,15.0,15.0,0.6,26.8,94.0,1000.2,1.2,107.2,35.0,NO2,10.0,1,-0.5014501863258243
1397,10.0,36.0,24.0,11.0,6.0,0.6,26.9,94.0,1001.1,0.6,52.2,45.0,NO2,0.0,1,-0.4004003881686394
1398,7.0,36.0,23.0,14.0,9.0,0.7,27.4,93.0,1001.1,1.0,347.2,45.0,NO2,5.0,1,-0.39441393480877857
1399,7.0,40.0,22.0,12.0,13.0,0.9,28.1,89.0,1001.0,1.4,236.6,50.0,NO2,-3.0,1,-0.2863800678151588
1400,8.0,37.0,16.0,17.0,24.0,0.8,28.6,82.0,1001.0,0.9,251.9,47.0,NO2,2.0,1,-0.3020055498171665
1401,8.0,39.0,21.0,13.0,40.0,0.9,30.1,76.0,1001.2,0.5,3.3,49.0,NO2,9.0,1,-0.1795899445221097
1402,10.0,46.0,40.0,11.0,84.0,0.7,30.6,74.0,1001.1,0.7,98.4,58.0,NO2,19.0,1,0.1567236245857219
1403,7.0,35.0,62.5,13.33333333333333,132.0,0.7,32.0,70.0,1000.8,1.0,259.2,77.0,O3,9.0,4,0.35333820667455085
1404,4.0,17.0,85.0,15.66666666666667,143.0,0.6499999999999999,33.0,68.0,1000.0,1.0,253.4,86.0,O3,-5.0,4,0.3227426761161923
1405,5.0,22.0,62.0,18.0,137.0,0.6,33.5,65.0,999.0,1.0,356.4,81.0,O3,-26.0,4,0.18841348253555384
1406,5.0,27.0,60.0,20.0,86.0,0.6,30.4,73.0,999.1,2.8,229.7,55.0,PM10,-21.0,2,0.06211115031422779
1407,2.0,13.0,30.0,16.0,68.0,0.6,26.1,93.0,999.1,2.4,235.9,34.0,O3,0.0,4,-0.49890464082234914
1408,2.0,27.0,0.0,2.0,55.33333333333334,0.6,26.3,94.0,998.5,1.2,241.9,34.0,NO2,21.0,1,-0.7648802094203209
1409,7.0,44.0,20.0,10.0,42.66666666666667,0.7,27.0,89.0,999.3,1.8,233.2,55.0,NO2,-12.0,1,-0.24796174096084975
1410,4.0,34.0,25.0,18.0,30.0,0.7,26.8,89.0,999.8,1.0,245.8,43.0,NO2,9.0,1,-0.3504495754460531
1411,3.0,41.0,20.0,13.0,18.0,0.8,26.8,90.0,1000.7,0.7,254.0,52.0,NO2,-8.0,1,-0.38561271341596937
1412,4.0,35.0,19.0,15.0,25.0,0.6,26.8,88.0,1001.4,0.6,283.9,44.0,NO2,-1.0,1,-0.4720373283420722
1413,3.0,34.0,23.0,9.0,20.0,0.6,26.7,90.0,1002.2,1.0,270.0,43.0,NO2,-16.0,1,-0.5421279089312084
1414,2.0,21.0,13.0,7.0,47.0,0.6,26.0,94.0,1002.2,1.0,246.1,27.0,NO2,0.0,1,-0.7078051039118536
1415,2.0,21.0,2.0,8.0,39.0,0.6,26.1,94.0,1001.5,1.2,242.4,27.0,NO2,17.0,1,-0.8180483752229564
1416,3.0,35.0,14.0,4.0,21.0,0.7,26.3,92.0,1000.9,0.9,273.3,44.0,NO2,8.0,1,-0.6084602940793123
1417,4.0,41.0,20.0,10.0,21.0,0.8,26.5,86.0,1000.4,1.0,316.2,52.0,NO2,-9.0,1,-0.38126253014381317
1418,5.0,34.0,24.0,12.0,28.0,0.8,26.5,81.0,1000.0,1.6,326.1,43.0,NO2,-8.0,1,-0.36084273932978655
1419,5.0,28.0,22.0,8.0,33.0,0.7,26.3,78.0,1000.1,1.6,327.2,35.0,NO2,5.0,1,-0.498748463001011
1420,5.0,32.0,25.0,9.0,32.0,0.7,26.2,76.0,1000.8,1.4,356.0,40.0,NO2,3.0,1,-0.4251915865891059
1421,5.0,34.0,24.0,7.0,36.0,0.7,26.3,74.0,1001.2,1.6,358.2,43.0,NO2,-8.0,1,-0.4153720215532765
1422,5.0,28.0,16.0,9.0,48.0,0.8,26.9,69.0,1001.6,1.9,356.4,35.0,NO2,-3.0,1,-0.44743656117759517
1423,5.0,23.0,20.0,8.0,63.0,0.7,27.9,64.0,1001.8,1.7,2.0,32.0,O3,9.0,4,-0.4624374564415787
1424,4.0,20.0,23.0,14.0,82.0,0.7,29.0,59.0,1002.3,1.6,352.7,41.0,O3,11.0,4,-0.36920678129252316
1425,3.0,19.0,26.0,9.0,102.0,0.7,29.3,58.0,1002.2,1.8,21.7,52.0,O3,23.0,4,-0.3493316006273208
1426,4.0,19.0,23.0,8.0,129.0,0.7,30.2,55.0,1001.9,2.0,11.8,75.0,O3,32.0,4,-0.26610029570590193
1427,4.0,18.0,33.0,12.0,167.0,0.7,31.0,52.0,1001.6,1.4,33.8,107.0,O3,37.0,4,-0.02303208490901491
1428,4.0,16.0,43.0,15.0,208.0,0.7,32.1,49.0,1001.0,1.6,1.2,144.0,O3,2.0,4,0.21091858577637582
1429,4.0,15.0,28.0,16.0,210.0,0.6,32.7,47.0,1000.3,1.6,331.6,146.0,O3,1.0,4,0.05429883875917006
1430,4.0,16.0,38.0,14.0,211.0,0.6,32.4,48.0,999.8,1.6,345.2,147.0,O3,-17.0,4,0.13320501772726806
1431,4.0,19.0,36.0,17.0,192.0,0.6,32.2,48.0,999.4,1.7,8.3,130.0,O3,-18.0,4,0.10837925481519854
1432,4.0,19.0,37.0,20.0,173.0,0.6,31.9,49.0,999.4,1.8,3.8,112.0,O3,-18.0,4,0.07570102636087965
1433,4.0,25.0,33.0,22.0,152.0,0.7,31.7,49.0,999.9,1.5,0.7,94.0,O3,-15.0,4,0.08911071755976838
1434,4.0,63.0,37.0,15.0,86.0,0.7,30.7,53.0,1000.8,1.1,34.9,79.0,NO2,36.0,1,0.23634428724432358
1435,4.0,110.0,42.0,22.0,23.0,0.9,29.8,59.0,1001.7,0.8,54.6,115.0,NO2,-6.0,1,0.7022987555241296
1436,3.0,98.0,61.0,27.0,22.0,0.9,29.1,62.0,1002.2,0.6,37.9,109.0,NO2,-19.0,1,0.7493018877268482
1437,4.0,72.0,51.0,28.0,32.0,0.9,28.7,65.0,1002.4,0.5,11.0,90.0,NO2,-17.0,1,0.4497682359824652
1438,3.0,58.0,44.0,34.0,34.0,0.8,28.3,67.0,1002.7,0.3,12.8,73.0,NO2,34.0,1,0.2422082980985605
1439,4.0,93.0,38.0,26.0,3.0,0.9,28.1,68.0,1002.9,0.6,83.7,107.0,NO2,-2.0,1,0.4492128894794356
1440,7.0,89.0,66.0,30.0,0.0,0.9,27.6,71.0,1002.7,1.0,50.5,105.0,NO2,-21.0,1,0.7233269848804945
1441,11.0,67.0,62.0,26.0,8.0,0.8,27.0,73.0,1002.6,1.3,67.3,84.0,NO2,-14.0,1,0.4880829549620095
1442,14.0,56.0,47.0,22.0,9.0,0.8,26.2,76.0,1002.5,1.2,71.8,70.0,NO2,9.0,1,0.27434863432488454
1443,14.0,63.0,48.0,22.0,0.0,0.8,25.8,80.0,1002.6,0.6,65.5,79.0,NO2,0.0,1,0.32647509869204844
1444,14.0,63.0,47.0,29.0,0.0,0.9,25.7,80.0,1003.1,0.9,46.7,79.0,NO2,-4.0,1,0.4192547696142386
1445,13.0,60.0,47.0,21.0,15.0,0.8,26.2,74.0,1003.7,1.4,59.4,75.0,NO2,-6.0,1,0.30968973184117243
1446,15.0,55.0,46.0,22.0,40.0,0.7,27.2,66.0,1004.2,2.0,47.5,69.0,NO2,-20.0,1,0.34820119427249396
1447,13.0,39.0,47.0,31.0,77.0,0.6,27.9,60.0,1004.5,2.4,72.4,49.0,NO2,0.0,1,0.31614789696551604
1448,12.0,31.0,43.0,22.0,98.0,0.6,28.9,56.0,1004.9,2.0,65.5,49.0,O3,33.0,4,0.17002220970537535
1449,9.0,27.0,37.0,19.0,138.0,0.6,30.1,52.0,1005.1,2.0,44.6,82.0,O3,26.0,4,0.13138821408676687
1450,6.0,17.0,38.0,24.0,168.0,0.6,30.7,49.0,1004.6,2.5,33.4,108.0,O3,29.0,4,0.12133484701766052
1451,6.0,15.0,31.0,17.0,200.0,0.6,31.3,48.0,1003.8,1.8,59.7,137.0,O3,-3.0,4,0.09338233479718104
1452,5.0,14.0,33.0,18.0,197.0,0.6,32.0,47.0,1003.1,1.7,51.0,134.0,O3,20.0,4,0.07672092544981689
1453,5.0,16.0,33.0,20.0,219.0,0.6,32.5,46.0,1002.8,1.5,93.0,154.0,O3,19.0,4,0.1949042846543233
1454,5.0,17.0,42.0,18.0,238.0,0.6,32.6,46.0,1002.3,1.5,117.9,173.0,O3,5.0,4,0.32982164401967184
1455,5.0,19.0,30.0,28.0,243.0,0.6,32.7,45.0,1001.8,1.3,65.0,178.0,O3,-16.0,4,0.3601667925029756
1456,6.0,24.0,44.0,30.0,227.0,0.6,32.4,46.0,1001.6,1.4,81.5,162.0,O3,-51.0,4,0.5112043360359445
1457,5.0,30.0,44.0,27.0,172.0,0.6,31.5,53.0,1001.5,2.1,110.6,111.0,O3,-32.0,4,0.33258349275755517
1458,4.0,20.0,40.0,20.0,134.0,0.6,29.9,63.0,1002.6,2.4,107.5,79.0,O3,-25.0,4,-0.02793002077154062
1459,4.0,23.0,34.0,21.0,104.0,0.6,29.2,72.0,1003.4,2.0,96.5,54.0,O3,-10.0,4,-0.14292133987037237
1460,4.0,23.0,28.0,16.0,87.0,0.6,28.9,73.0,1004.1,1.8,109.6,44.0,O3,-10.0,4,-0.29788948707003354
1461,4.0,27.0,28.0,11.0,68.0,0.6,28.6,72.0,1004.4,1.7,116.4,34.0,"NO2,O3",1.0,"1,4",-0.3671139963748133
1462,4.0,21.0,25.0,10.0,69.0,0.6,28.3,74.0,1004.3,1.4,101.7,35.0,O3,8.0,4,-0.4623884191394732
1463,4.0,28.0,43.0,10.0,53.0,0.6,27.9,77.0,1004.0,2.0,119.3,43.0,PM10,-5.0,2,-0.2951471852586854
1464,5.0,30.0,31.0,8.0,52.0,0.6,27.4,79.0,1003.5,1.3,84.0,38.0,NO2,0.0,1,-0.37328568603838364
1465,4.0,30.0,36.0,17.0,58.0,0.6,27.0,79.0,1003.1,1.5,83.8,38.0,NO2,-4.0,1,-0.250498146799039
1466,4.0,27.0,33.0,16.0,58.0,0.6,26.9,80.0,1003.2,1.1,85.1,34.0,NO2,29.0,1,-0.3167658314267636
1467,4.0,50.0,39.0,13.0,25.0,0.6,26.5,82.0,1003.3,1.3,65.7,63.0,NO2,-18.0,1,-0.16226505967394445
1468,4.0,36.0,45.0,20.0,39.0,0.6,26.4,82.0,1003.7,2.0,69.4,45.0,"NO2,PM10",-5.0,"1,2",-0.1520934588967392
1469,4.0,32.0,37.0,15.0,42.0,0.7,26.6,82.0,1004.2,1.7,66.3,40.0,NO2,2.0,1,-0.2573392624800422
1470,4.0,33.0,36.0,17.0,52.0,0.7,27.0,80.0,1004.5,1.9,70.7,42.0,NO2,-5.0,1,-0.20109093782057053
1471,4.0,28.0,33.0,17.0,73.0,0.7,28.2,74.0,1004.7,2.2,88.7,37.0,O3,10.0,4,-0.20514744845320484
1472,5.0,23.0,40.0,18.0,93.0,0.6,28.8,70.0,1005.1,2.5,91.2,47.0,O3,16.0,4,-0.13909758811520773
1473,5.0,20.0,36.0,20.0,115.0,0.6,29.4,67.0,1005.1,3.1,97.9,63.0,O3,15.0,4,-0.10817323344176545
1474,5.0,15.0,35.0,22.0,133.0,0.6,30.1,64.0,1005.0,2.4,101.8,78.0,O3,8.0,4,-0.08852089670298298
1475,4.0,13.0,31.0,20.0,143.0,0.6,30.3,64.0,1004.6,2.2,116.4,86.0,O3,7.0,4,-0.1459867624370586
1476,5.0,12.0,29.0,16.0,151.0,0.6,30.6,63.0,1003.8,2.6,92.2,93.0,O3,5.0,4,-0.1600975258165932
1477,6.0,11.0,26.0,19.0,157.0,0.6,31.1,61.0,1003.2,3.1,95.0,98.0,O3,-4.0,4,-0.12681615886084918
1478,4.0,11.0,40.0,15.0,152.0,0.6,31.4,59.0,1003.0,2.2,111.9,94.0,O3,-1.0,4,-0.10624406985794034
1479,5.0,14.0,26.0,13.0,151.0,0.6,31.7,57.0,1002.4,2.4,102.0,93.0,O3,7.0,4,-0.1900063667858497
1480,6.0,19.0,41.0,19.0,159.0,0.6,31.3,60.0,1002.5,2.5,100.8,100.0,O3,-15.0,4,0.09081245926897809
1481,5.0,20.0,42.0,17.0,141.0,0.6,30.5,61.0,1003.4,2.2,106.5,85.0,O3,-20.0,4,0.00718105739399187
1482,4.0,24.0,45.0,12.0,118.0,0.6,29.5,67.0,1004.2,1.7,92.3,65.0,O3,-14.0,4,-0.07214189592338675
1483,4.0,24.0,39.0,22.0,101.0,0.6,28.8,68.0,1005.0,2.2,117.7,51.0,O3,-7.0,4,-0.09259737644740494
1484,5.0,29.0,36.0,11.0,88.0,0.6,28.4,69.0,1005.4,1.8,111.4,44.0,O3,-1.0,4,-0.1875305724490715
1485,5.0,27.0,31.0,23.0,86.0,0.6,28.2,68.0,1005.9,1.9,122.6,43.0,O3,0.0,4,-0.14998357155717723
1486,6.0,25.0,29.0,20.0,86.0,0.6,27.8,71.0,1005.6,1.7,116.2,43.0,O3,10.0,4,-0.19454224813895526
1487,6.0,19.0,21.0,17.0,103.0,0.6,27.5,75.0,1005.2,2.2,105.3,53.0,O3,-2.0,4,-0.29184481416335467
1488,4.0,18.0,33.0,18.0,101.0,0.6,27.4,76.0,1005.1,2.0,107.5,51.0,O3,-1.0,4,-0.24306776792627321
1489,4.0,16.0,29.0,20.0,99.0,0.6,27.2,76.0,1004.8,1.8,81.9,50.0,O3,-15.0,4,-0.28695459348918
1490,4.0,28.0,29.0,14.0,70.0,0.6,26.8,78.0,1004.8,1.0,63.9,35.0,"NO2,O3",9.0,"1,4",-0.31397224241661903
1491,4.0,33.0,44.0,15.0,62.0,0.7,26.7,78.0,1004.5,1.6,53.1,44.0,PM10,-7.0,2,-0.11739986882366613
1492,4.0,27.0,37.0,19.0,68.0,0.6,26.8,77.0,1004.7,1.6,59.9,37.0,PM10,-1.0,2,-0.22120234552048862
1493,4.0,24.0,32.0,17.0,71.0,0.6,26.8,77.0,1005.1,2.4,70.7,36.0,O3,12.0,4,-0.30221136640792046
1494,4.0,38.0,33.0,13.0,56.0,0.7,27.4,75.0,1005.5,2.2,68.8,48.0,NO2,-5.0,1,-0.19311264480361653
1495,5.0,34.0,36.0,15.0,67.0,0.7,28.3,72.0,1005.7,2.2,69.3,43.0,NO2,0.0,1,-0.13407949355396412
1496,6.0,29.0,43.0,21.0,85.0,0.6,29.0,70.0,1006.1,2.2,77.9,43.0,"PM10,O3",11.0,"2,4",-0.03033124044181321
1497,5.0,23.0,39.0,14.0,104.0,0.6,29.9,67.0,1006.1,2.0,83.1,54.0,O3,15.0,4,-0.14394352191017384
1498,5.0,22.0,41.0,12.0,122.0,0.6,30.2,67.0,1006.0,2.1,86.8,69.0,O3,11.0,4,-0.09200228292583697
1499,4.0,15.0,34.0,21.0,135.0,0.5,31.1,65.0,1005.8,2.5,117.5,80.0,O3,10.0,4,-0.15738287992580463
1500,4.0,16.0,35.0,13.0,148.0,0.6,31.5,64.0,1005.0,2.5,105.4,90.0,O3,-5.0,4,-0.12536997507973124
1501,4.0,19.0,46.0,15.0,142.0,0.6,30.2,72.0,1004.5,2.4,102.6,85.0,O3,-8.0,4,-0.00562199039512463
1502,4.0,24.0,47.0,18.0,132.0,0.6,29.8,76.0,1004.2,1.4,136.1,77.0,O3,-36.0,4,0.04811987956221607
1503,4.0,30.0,35.0,20.0,82.0,0.6,30.0,76.0,1003.8,1.9,111.7,41.0,O3,-9.0,4,-0.14616694471347821
1504,4.0,25.0,21.0,6.0,64.0,0.5,30.0,74.0,1003.7,2.0,111.5,32.0,"NO2,O3",5.0,"1,4",-0.543884794293481
1505,3.0,29.0,24.0,4.0,53.0,0.5,29.9,75.0,1003.9,1.8,104.8,37.0,NO2,6.0,1,-0.5534702375693679
1506,5.0,34.0,22.0,5.0,39.0,0.5,29.5,77.0,1004.4,2.1,117.1,43.0,NO2,-3.0,1,-0.5155776245297288
1507,6.0,32.0,16.0,6.0,34.0,0.5,28.7,82.0,1005.2,2.0,104.5,40.0,NO2,-12.0,1,-0.5750793022748305
1508,5.0,22.0,13.0,6.0,41.0,0.5,28.7,83.0,1005.7,2.2,114.6,28.0,NO2,-6.0,1,-0.703947790710803
1509,4.0,16.0,10.0,3.0,43.0,0.5,28.8,82.0,1006.3,1.9,110.0,22.0,O3,2.0,4,-0.8341316267373792
1510,4.0,16.0,6.0,0.0,47.0,0.5,28.9,80.0,1006.3,1.3,50.7,24.0,O3,2.0,4,-0.8797209731528971
1511,4.0,12.0,6.0,-3.0,51.0,0.5,28.6,79.0,1005.9,1.2,44.0,26.0,O3,-4.0,4,-0.9357802736247477
1512,4.0,15.0,7.0,-2.0,44.0,0.5,28.4,81.0,1005.7,0.9,35.4,22.0,O3,-2.0,4,-0.9109822280669901
1513,4.0,16.0,8.0,-1.0,38.0,0.4,28.2,82.0,1005.6,0.8,76.9,20.0,NO2,13.0,1,-0.9425805252723082
1514,4.0,26.0,19.0,1.0,22.0,0.5,27.8,85.0,1005.5,0.7,68.8,33.0,NO2,4.0,1,-0.7442685644725111
1515,4.0,29.0,15.0,3.0,16.0,0.5,27.6,86.0,1005.6,0.8,80.9,37.0,NO2,6.0,1,-0.7481398497223184
1516,4.0,34.0,19.0,3.0,15.0,0.5,27.3,88.0,1005.8,0.7,348.7,43.0,NO2,-24.0,1,-0.6644504265834512
1517,3.0,14.0,7.0,3.0,37.0,0.5,26.8,88.0,1006.1,1.2,247.4,19.0,O3,11.0,4,-0.9225344878608924
1518,3.0,24.0,12.0,1.0,30.0,0.5,26.4,91.0,1006.6,1.8,237.7,30.0,NO2,4.0,1,-0.8156624247544443
1519,4.0,27.0,8.0,-1.0,30.0,0.6,26.4,91.0,1006.8,1.3,138.4,34.0,NO2,14.0,1,-0.7751939158646964
1520,4.0,38.0,6.0,0.0,20.0,0.6,26.9,89.0,1007.0,1.0,97.6,48.0,NO2,-4.0,1,-0.698958283059393
1521,4.0,35.0,19.0,5.0,34.0,0.6,27.9,84.0,1007.2,0.7,96.7,44.0,NO2,-6.0,1,-0.5295862069293951
1522,4.0,30.0,21.0,11.0,59.0,0.6,28.9,80.0,1007.0,1.1,151.8,38.0,NO2,-7.0,1,-0.42435290201151316
1523,4.0,19.0,22.0,12.0,62.0,0.6,29.6,79.0,1006.7,1.0,284.7,31.0,O3,2.0,4,-0.5158818670010704
1524,4.0,23.0,27.0,9.0,65.0,0.6,29.4,76.0,1006.1,1.1,71.1,33.0,O3,1.0,4,-0.44743414014262706
1525,4.0,27.0,21.0,6.0,63.0,0.6,29.5,77.0,1005.5,1.2,99.1,34.0,NO2,4.0,1,-0.4874884515304054
1526,4.0,18.0,19.0,4.0,76.0,0.6,30.4,72.0,1005.1,1.4,102.4,38.0,O3,-3.0,4,-0.5732304435672497
1527,4.0,19.0,26.0,7.0,70.0,0.6,30.6,72.0,1004.6,1.4,98.1,35.0,O3,-3.0,4,-0.49919763277286544
1528,4.0,25.0,22.0,12.0,56.0,0.6,30.5,72.0,1004.4,1.3,61.0,32.0,NO2,21.0,1,-0.47214671629598737
1529,6.0,42.0,38.0,10.0,35.0,0.6,29.5,81.0,1004.8,1.6,113.3,53.0,NO2,7.0,1,-0.20749530429902946
1530,7.0,48.0,36.0,19.0,15.0,0.75,28.9,85.0,1005.3,1.4,114.9,60.0,NO2,0.0,1,-0.07159272326943569
1531,8.0,48.0,30.0,15.0,7.0,0.9,28.6,87.0,1005.6,1.8,119.0,60.0,NO2,-2.0,1,-0.10755058769314427
1532,7.0,46.0,20.0,10.0,5.0,0.8,28.3,88.0,1006.1,1.3,106.4,58.0,NO2,0.0,1,-0.322450049244995
1533,6.0,46.0,25.0,7.0,4.0,0.8,28.1,89.0,1006.5,1.0,97.8,58.0,NO2,-15.0,1,-0.33225971309154323
1534,4.0,34.0,17.0,10.0,8.0,0.8,27.9,90.0,1006.7,0.6,53.1,43.0,NO2,2.0,1,-0.5284023544638982
1535,3.0,36.0,15.0,6.0,4.0,0.8,27.6,91.0,1006.3,0.6,56.3,45.0,NO2,-2.0,1,-0.5938597198820517
1536,3.0,34.0,22.0,4.0,4.0,0.8,27.7,92.0,1005.9,0.6,83.2,43.0,NO2,5.0,1,-0.5758232958221658
1537,3.0,38.0,24.0,6.0,0.0,0.8,27.5,93.0,1005.8,0.4,24.2,48.0,NO2,-3.0,1,-0.5122489371374362
1538,3.0,36.0,24.0,12.0,0.0,0.8,27.4,93.0,1005.9,0.3,358.8,45.0,NO2,0.0,1,-0.48016141681993385
1539,3.0,36.0,24.0,7.0,0.0,0.8,27.4,94.0,1006.0,0.5,68.2,45.0,NO2,-1.0,1,-0.5249989723784815
1540,2.0,35.0,29.0,7.0,0.0,0.8,27.3,94.0,1006.1,0.8,40.0,44.0,NO2,3.0,1,-0.5151952946740816
1541,4.0,37.0,28.0,9.0,1.0,0.9,27.3,95.0,1006.7,0.8,66.6,47.0,NO2,1.0,1,-0.4008781067040993
1542,7.0,38.0,24.0,11.0,5.0,0.9,28.5,88.0,1006.8,1.1,72.4,48.0,NO2,0.0,1,-0.32913920709261013
1543,7.0,38.0,34.0,12.0,16.0,0.8,29.3,83.0,1007.0,1.3,88.1,48.0,NO2,-13.0,1,-0.23674183184630948
1544,5.0,28.0,34.0,12.0,32.0,0.8,29.6,82.0,1007.2,0.8,256.0,35.0,NO2,4.0,1,-0.32930420619632084
1545,4.0,21.0,12.0,8.0,77.0,0.8,31.5,71.0,1006.9,1.4,205.1,39.0,O3,6.0,4,-0.4824067352301066
1546,5.0,13.0,33.0,7.0,89.0,0.7,32.4,64.0,1006.5,2.2,235.5,45.0,O3,-1.0,4,-0.3800468825101168
1547,4.0,13.0,24.0,9.0,87.0,0.8,32.5,67.0,1006.1,1.7,260.4,44.0,O3,8.0,4,-0.4257181796599162
1548,6.0,13.0,14.0,9.0,102.0,0.7,33.8,62.0,1005.4,1.3,177.0,52.0,O3,-8.0,4,-0.45174773834103454
1549,5.0,11.0,22.0,7.0,88.0,0.7,33.8,59.0,1004.4,2.2,129.1,44.0,O3,-3.0,4,-0.4959881415403054
1550,3.0,11.0,18.0,5.0,81.0,0.7,34.0,58.0,1003.6,2.0,227.4,41.0,O3,0.0,4,-0.6129633170196681
1551,3.0,14.0,27.0,7.0,82.0,0.7,33.6,60.0,1003.2,1.5,224.1,41.0,O3,-7.0,4,-0.48471083191427133
1552,3.0,16.0,29.0,6.0,68.0,0.7,32.8,65.0,1003.2,1.7,303.9,34.0,O3,-4.0,4,-0.5054523668393947
1553,4.0,16.0,30.0,8.0,52.0,0.8,31.7,70.0,1003.8,2.0,254.3,30.0,PM10,-1.0,2,-0.47759701199562055
1554,4.0,18.0,29.0,10.0,36.0,0.8,31.0,72.0,1004.0,1.4,262.3,29.0,PM10,-7.0,2,-0.5032990303568917
